Latitude,Longitude,Altitude,Mac1,Signal1,Mac2,Signal2,Mac3,Signal3,Mac4,Signal4,Mac5,Signal5,Mac6,Signal6,Mac7,Signal7,Mac8,Signal8,Mac9,Signal9,Mac10,Signal10
32.10366035,35.20893397,699.4827558,1c:b9:c4:16:28:e8,-79,ec:8c:a2:26:d3:68,-87,1c:b9:c4:16:12:e8,-90,1c:b9:c4:16:13:08,-90,,,,,,,,,,,,
32.10365871,35.20905161,698.7628403,8c:0c:90:2e:16:88,-58,8c:0c:90:6e:16:88,-60,00:25:86:cc:00:f8,-91,,,,,,,,,,,,,,
32.10377942,35.20857015,701.1265222,8c:0c:90:ae:16:83,-59,00:25:86:cc:00:f8,-84,00:25:86:cc:07:b2,-86,,,,,,,,,,,,,,
32.10204116,35.20684403,702.3371195,78:11:dc:1a:cf:d0,-89,00:02:6f:b8:c4:1a,-91,,,,,,,,,,,,,,,,
32.1041068,35.20933665,703.4223043,1c:b9:c4:16:1d:7c,-61,1c:b9:c4:15:fd:4c,-77,ec:8c:a2:26:d2:c8,-89,,,,,,,,,,,,,,
32.10263539,35.20755439,696.8184921,10:0d:7f:99:32:5e,-75,ec:8c:a2:26:d3:68,-78,,,,,,,,,,,,,,,,
32.1034221,35.20852274,696.3865924,ec:8c:a2:26:d3:68,-73,24:c9:a1:35:a5:e8,-89,1c:b9:c4:16:05:38,-90,,,,,,,,,,,,,,
32.10399482,35.20926138,702.6825219,1c:b9:c4:16:05:38,-81,1c:b9:c4:16:cc:dc,-82,1c:b9:c4:96:cc:d7,-84,b2:6c:ac:a0:3d:eb,-85,1c:b9:c4:15:23:58,-85,00:02:6f:8e:64:67,-88,,,,,,,,
32.10429513,35.20950685,698.0079693,00:27:22:f3:bb:2b,-67,a2:6c:ac:a0:3d:eb,-86,1c:b9:c4:15:23:5c,-88,c4:12:f5:fd:6a:74,-90,,,,,,,,,,,,
32.10389911,35.20920167,704.6573757,00:27:22:f3:bb:2b,-60,00:02:6f:8e:64:67,-75,90:6c:ac:a0:3d:eb,-85,8c:0c:90:2f:ca:18,-85,1c:b9:c4:95:23:57,-89,,,,,,,,,,
32.10460692,35.20981215,692.3346411,a2:6c:ac:9f:fb:1f,-84,c2:6c:ac:9f:fb:1f,-88,,,,,,,,,,,,,,,,
32.10415735,35.20920629,710.3984489,00:02:6f:b8:c4:1a,-84,90:6c:ac:9f:f1:c5,-86,,,,,,,,,,,,,,,,
32.10417409,35.20908661,691.6582551,1c:b9:c4:16:cc:d8,-87,,,,,,,,,,,,,,,,,,
32.10253689,35.20808585,702.9891985,a0:8c:fd:0a:24:56,-76,ec:8c:a2:26:d3:c8,-89,,,,,,,,,,,,,,,,
32.10406771,35.20893311,695.8046658,ec:8c:a2:26:d3:68,-59,1c:b9:c4:95:fd:47,-78,ec:8c:a2:26:b0:e8,-83,f0:b0:52:3e:d6:f8,-90,,,,,,,,,,,,
32.10370427,35.20877874,700.3344074,1c:b9:c4:16:cc:dc,-70,1c:b9:c4:16:cc:d8,-75,18:d6:c7:ad:25:1a,-88,90:f6:52:05:24:78,-92,,,,,,,,,,,,
32.10423373,35.20848368,700.3575785,1c:b9:c4:96:1d:77,-65,00:27:22:f3:e0:83,-89,,,,,,,,,,,,,,,,
-1,-1,-1,8c:0c:90:2d:79:88,-88,,,,,,,,,,,,,,,,,,
32.10365113,35.20818645,693.528477,00:25:86:cc:00:f8,-77,,,,,,,,,,,,,,,,,,
32.10219377,35.20745755,706.0462209,8c:0c:90:ae:16:83,-54,fc:3f:db:9c:43:33,-89,,,,,,,,,,,,,,,,
32.10258799,35.20759021,693.1085203,14:ae:db:58:0d:6d,-83,,,,,,,,,,,,,,,,,,
32.10297339,35.20933054,702.1380495,1c:b9:c4:16:e5:ac,-77,1c:b9:c4:96:e5:a7,-78,1c:b9:c4:96:f1:57,-75,1c:b9:c4:16:f1:5c,-75,1c:b9:c4:16:f1:58,-88,,,,,,,,,,
